Time,Aggregate,Fridge_Freezer,Fridge_Freezer_ON,Television_Site_Lounge,Television_Site_Lounge_ON,Microwave,Microwave_ON,Kettle,Kettle_ON,Toaster,Toaster_ON,Television_Site_Bedroom,Television_Site_Bedroom_ON,Not_Used,Not_Used_ON,Not_Used_1,Not_Used_1_ON,Not_Used_2,Not_Used_2_ON
2014-04-01 01:39:36,550.0,1.0,0,251.0,1,152.0,1,81.0,0,1.0,0,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 01:39:44,498.0,1.0,0,228.0,1,141.0,1,79.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:39:52,497.0,1.0,0,225.85714285714286,1,142.71428571428572,1,79.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:40:00,496.0,1.0,0,223.71428571428572,1,144.42857142857142,1,79.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:40:08,495.0,1.0,0,221.57142857142858,1,146.14285714285714,1,79.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:40:16,494.0,1.0,0,219.42857142857142,1,147.85714285714286,1,79.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:40:24,493.0,1.0,0,217.28571428571428,1,149.57142857142858,1,79.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:40:32,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:40:40,491.0,1.0,0,213.0,1,153.0,1,79.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:40:48,527.0,1.0,0,253.0,1,145.0,1,80.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:40:56,573.0,1.0,0,255.0,1,165.0,1,85.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 01:41:04,573.0,1.0,0,246.0,1,185.0,1,76.0,0,0.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 01:41:12,545.0,1.0,0,264.0,1,145.0,1,82.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:41:20,506.0,1.0,0,230.0,1,142.0,1,78.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:41:28,638.0,130.0,1,220.0,1,143.0,1,78.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 01:41:36,628.0,118.0,1,219.0,1,158.0,1,81.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:41:44,673.0,120.0,1,270.0,1,158.0,1,73.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:41:52,597.0,126.0,1,199.0,1,134.0,1,84.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:42:00,642.0,123.0,1,249.0,1,134.0,1,81.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:42:08,636.0,118.0,1,232.0,1,152.0,1,82.0,0,1.0,0,0.0,0,0.0,0,0.0,0,4.5,0
2014-04-01 01:42:16,633.0,116.0,1,206.0,1,154.0,1,81.0,0,0.0,0,0.0,0,15.0,1,0.0,0,9.0,0
2014-04-01 01:42:24,617.0,121.0,1,223.0,1,146.0,1,72.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:42:32,676.0,126.0,1,247.0,1,168.0,1,80.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:42:40,641.0,127.0,1,205.0,1,171.0,1,82.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:42:48,678.0,120.0,1,270.0,1,155.0,1,76.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:42:56,636.0,126.0,1,241.0,1,127.0,1,84.0,0,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 01:43:04,713.0,124.0,1,268.0,1,139.0,1,82.0,0,1.0,0,0.0,0,0.0,0,44.0,1,0.0,0
2014-04-01 01:43:12,673.0,123.0,1,257.0,1,168.0,1,78.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:43:20,660.0,128.0,1,231.0,1,168.0,1,78.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:43:28,636.0,114.0,1,236.0,1,157.0,1,84.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:43:36,663.0,116.0,1,270.0,1,141.0,1,81.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:43:44,669.0,130.0,1,256.0,1,150.0,1,78.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:43:52,641.0,125.0,1,238.0,1,144.0,1,80.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:44:00,623.0,116.0,1,230.0,1,148.0,1,77.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:44:08,635.0,115.0,1,243.0,1,143.0,1,84.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:44:16,621.0,120.0,1,204.0,1,160.0,1,83.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:44:24,639.0,122.5,1,227.5,1,157.5,1,81.0,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:44:32,657.0,125.0,1,251.0,1,155.0,1,79.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:44:40,641.0,117.0,1,244.0,1,144.0,1,77.0,0,1.0,0,0.0,0,12.0,1,0.0,0,0.0,0
2014-04-01 01:44:48,652.0,122.0,1,226.0,1,165.0,1,83.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:44:56,647.0,115.0,1,263.0,1,145.0,1,79.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:45:04,695.0,120.0,1,283.0,1,142.0,1,84.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:45:12,666.0,123.0,1,279.0,1,139.0,1,77.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:45:20,645.0,116.0,1,267.0,1,151.0,1,79.0,0,0.0,0,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 01:45:28,673.0,125.0,1,255.0,1,162.0,1,78.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:45:36,651.0,111.0,1,247.0,1,153.0,1,80.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:45:44,649.25,119.75,1,234.0,1,153.75,1,80.5,0,0.75,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:45:52,647.5,128.5,1,221.0,1,154.5,1,81.0,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:46:00,650.75,122.75,1,224.0,1,151.75,1,84.5,0,0.25,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 01:46:08,654.0,117.0,1,227.0,1,149.0,1,88.0,0,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 01:46:16,646.0,115.0,1,262.0,1,139.0,1,77.0,0,0.0,0,0.0,0,14.5,1,0.0,0,0.0,0
2014-04-01 01:46:24,640.0,115.0,1,248.0,1,129.0,1,79.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 01:46:32,629.0,118.0,1,255.0,1,118.0,1,81.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:46:40,1064.0,110.0,1,639.0,1,133.0,1,78.0,0,1.0,0,0.0,0,0.0,0,44.0,1,0.0,0
2014-04-01 01:46:48,973.0,122.0,1,586.0,1,138.0,1,77.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:46:56,789.0,126.0,1,537.0,1,0.0,0,70.0,0,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 01:47:04,658.0,1.0,0,532.0,1,0.0,0,77.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:47:12,704.0,1.0,0,567.0,1,0.0,0,79.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:47:20,697.0,1.0,0,564.5,1,0.0,0,78.5,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:47:28,690.0,1.0,0,562.0,1,0.0,0,78.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:47:36,720.0,1.0,0,584.0,1,0.0,0,74.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:47:44,721.0,1.0,0,585.0,1,0.0,0,82.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:47:52,768.0,1.0,0,645.0,1,0.0,0,74.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:48:00,755.0,1.0,0,623.0,1,0.0,0,76.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:48:08,750.0,1.0,0,617.0,1,0.0,0,76.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:48:16,750.0,1.0,0,602.0,1,0.0,0,84.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:48:24,716.0,1.0,0,586.0,1,0.0,0,81.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:48:32,765.0,1.0,0,587.0,1,0.0,0,81.0,0,0.0,0,0.0,0,0.0,0,42.0,1,0.0,0
2014-04-01 01:48:40,752.0,1.0,0,618.0,1,0.0,0,81.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:48:48,793.0,1.0,0,659.0,1,0.0,0,81.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:48:56,779.0,1.0,0,645.7142857142857,1,0.0,0,80.71428571428571,0,0.14285714285714285,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:49:04,765.0,1.0,0,632.4285714285714,1,0.0,0,80.42857142857143,0,0.2857142857142857,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:49:12,751.0,1.0,0,619.1428571428571,1,0.0,0,80.14285714285714,0,0.42857142857142855,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:49:20,737.0,1.0,0,605.8571428571429,1,0.0,0,79.85714285714286,0,0.5714285714285714,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:49:28,723.0,1.0,0,592.5714285714286,1,0.0,0,79.57142857142857,0,0.7142857142857142,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:49:36,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:49:44,695.0,1.0,0,566.0,1,0.0,0,79.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:49:52,746.0,1.0,0,601.0,1,0.0,0,78.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10.0,1
2014-04-01 01:50:00,677.0,1.0,0,544.0,1,0.0,0,77.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9.166666666666666,0
2014-04-01 01:50:08,699.0,1.0,0,552.0,1,0.0,0,81.0,0,1.0,0,0.0,0,15.0,1,0.0,0,8.333333333333334,0
2014-04-01 01:50:16,705.9,1.0,0,558.6,1,0.0,0,81.0,0,1.0,0,0.0,0,14.8,1,0.0,0,7.5,0
2014-04-01 01:50:24,712.8,1.0,0,565.2,1,0.0,0,81.0,0,1.0,0,0.0,0,14.6,1,0.0,0,6.666666666666666,0
2014-04-01 01:50:32,719.7,1.0,0,571.8,1,0.0,0,81.0,0,1.0,0,0.0,0,14.4,1,0.0,0,5.833333333333333,0
2014-04-01 01:50:40,726.6,1.0,0,578.4,1,0.0,0,81.0,0,1.0,0,0.0,0,14.2,1,0.0,0,0.0,0
2014-04-01 01:50:48,733.5,1.0,0,585.0,1,0.0,0,81.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 01:50:56,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:51:04,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:51:12,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:51:20,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:51:28,768.0,1.0,0,618.0,1,0.0,0,81.0,0,1.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 01:51:36,826.0,1.0,0,607.5,1,0.0,0,77.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:51:44,743.0,1.0,0,597.0,1,0.0,0,81.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:51:52,704.0,1.0,0,570.0,1,0.0,0,76.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:52:00,745.0,1.0,0,603.0,1,0.0,0,79.0,0,1.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 01:52:08,795.0,1.0,0,656.0,1,0.0,0,80.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:52:16,757.0,1.0,0,611.0,1,0.0,0,83.0,0,1.0,0,0.0,0,0.0,0,0.0,0,10.0,1
2014-04-01 01:52:24,674.0,1.0,0,547.0,1,0.0,0,77.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:52:32,718.0,1.0,0,574.0,1,0.0,0,85.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:52:40,752.0,1.0,0,608.0,1,0.0,0,82.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:52:48,736.0,1.0,0,597.25,1,0.0,0,80.75,0,0.25,0,0.0,0,3.5,0,0.0,0,0.0,0
2014-04-01 01:52:56,720.0,1.0,0,586.5,1,0.0,0,79.5,0,0.5,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 01:53:04,733.0,1.0,0,605.0,1,0.0,0,80.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:53:12,643.0,1.0,0,514.0,1,0.0,0,74.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:53:20,730.0,1.0,0,579.0,1,0.0,0,83.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:53:28,752.0,1.0,0,608.0,1,0.0,0,81.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:53:36,732.0,1.0,0,602.0,1,0.0,0,76.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:53:44,726.0,0.0,0,596.0,1,0.0,0,79.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:53:52,745.0,1.0,0,608.0,1,0.0,0,80.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:54:00,763.0,1.0,0,620.0,1,0.0,0,86.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:54:08,133.0,1.0,0,0.0,0,0.0,0,73.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:54:16,145.0,1.0,0,0.0,0,0.0,0,78.0,0,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 01:54:24,144.0,1.0,0,0.0,0,0.0,0,77.0,0,1.0,0,0.0,0,0.0,0,0.0,0,10.0,1
2014-04-01 01:54:32,128.0,1.0,0,0.0,0,0.0,0,80.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:54:40,131.0,1.0,0,0.0,0,0.0,0,78.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:54:48,138.0,1.0,0,0.0,0,0.0,0,81.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:54:56,156.5,1.0,0,0.0,0,0.0,0,79.5,0,0.25,0,0.0,0,0.0,0,22.0,1,0.0,0
2014-04-01 01:55:04,175.0,1.0,0,0.0,0,0.0,0,78.0,0,0.5,0,0.0,0,0.0,0,44.0,1,0.0,0
2014-04-01 01:55:12,155.0,0.5,0,0.0,0,0.0,0,77.0,0,0.75,0,0.0,0,0.0,0,22.0,1,0.0,0
2014-04-01 01:55:20,135.0,0.0,0,0.0,0,0.0,0,76.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:55:28,128.0,1.0,0,0.0,0,0.0,0,77.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:55:36,138.0,1.0,0,0.0,0,0.0,0,82.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:55:44,128.0,1.0,0,0.0,0,0.0,0,78.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:55:52,151.0,1.0,0,0.0,0,0.0,0,83.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10.0,1
2014-04-01 01:56:00,146.0,1.0,0,0.0,0,0.0,0,77.0,0,1.0,0,0.0,0,13.0,1,0.0,0,0.0,0
2014-04-01 01:56:08,141.0,1.0,0,0.0,0,0.0,0,81.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:56:16,131.0,1.0,0,0.0,0,0.0,0,75.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:56:24,154.0,1.0,0,0.0,0,0.0,0,81.0,0,1.0,0,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 01:56:32,132.0,1.0,0,0.0,0,0.0,0,77.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:56:40,142.0,1.0,0,0.0,0,0.0,0,74.0,0,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 01:56:48,166.0,1.0,0,0.0,0,0.0,0,81.0,0,0.0,0,0.0,0,16.0,1,0.0,0,10.0,1
2014-04-01 01:56:56,136.0,1.0,0,0.0,0,0.0,0,79.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:57:04,133.0,1.0,0,0.0,0,0.0,0,76.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:57:12,141.0,1.0,0,0.0,0,0.0,0,79.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:57:20,154.0,1.0,0,0.0,0,0.0,0,83.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 01:57:28,127.0,1.0,0,0.0,0,0.0,0,81.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:57:36,132.0,1.0,0,0.0,0,0.0,0,80.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:57:44,130.0,1.0,0,0.0,0,0.0,0,82.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:57:52,667.5,1.0,0,0.0,0,0.0,0,76.5,0,539.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:58:00,951.25,1.0,0,0.0,0,0.0,0,77.25,0,820.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:58:08,1235.0,1.0,0,0.0,0,0.0,0,78.0,0,1101.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:58:16,1245.0,1.0,0,0.0,0,0.0,0,78.0,0,1095.0,1,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 01:58:24,1256.0,1.0,0,0.0,0,0.0,0,83.0,0,1111.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:58:32,1258.0,1.0,0,0.0,0,0.0,0,84.0,0,1123.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:58:40,134.0,1.0,0,0.0,0,0.0,0,75.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:58:48,1368.0,1.0,0,0.0,0,1207.0,1,82.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 01:58:56,1342.0,1.0,0,0.0,0,1201.0,1,84.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:59:04,1375.0,59.5,1,0.0,0,1184.0,1,77.5,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:59:12,1433.0,115.0,1,0.0,0,1174.0,1,82.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:59:20,1452.25,117.25,1,0.0,0,1193.75,1,79.25,0,0.75,0,0.0,0,3.5,0,0.0,0,0.0,0
2014-04-01 01:59:28,1471.5,119.5,1,0.0,0,1213.5,1,76.5,0,0.5,0,0.0,0,7.0,0,0.0,0,0.0,0
2014-04-01 01:59:36,1448.0,119.0,1,0.0,0,1195.0,1,76.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:59:44,2588.0,123.0,1,0.0,0,1231.0,1,80.0,0,1099.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 01:59:52,2542.0,119.0,1,0.0,0,1212.0,1,83.0,0,1077.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 02:00:00,2496.0,125.0,1,0.0,0,1144.0,1,79.0,0,1092.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 02:00:08,2534.0,126.0,1,0.0,0,1186.0,1,80.0,0,1083.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 02:00:16,2597.5,113.5,1,0.0,0,1219.0,1,79.5,0,1134.5,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 02:00:24,2521.0,120.0,1,0.0,0,1166.0,1,75.0,0,1102.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 02:00:32,2539.0,125.0,1,0.0,0,1153.0,1,79.0,0,1124.0,1,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 02:00:40,2554.0,122.0,1,0.0,0,1212.0,1,76.0,0,1093.0,1,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 02:00:48,1429.0,113.0,1,0.0,0,1189.0,1,81.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 02:00:56,1450.0,129.0,1,0.0,0,1194.0,1,76.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 02:01:04,1489.0,124.0,1,0.0,0,1212.0,1,85.0,0,1.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 02:01:12,1474.0,123.0,1,0.0,0,1205.0,1,79.0,0,0.0,0,0.0,0,16.0,1,0.0,0,0.0,0
2014-04-01 02:01:20,1479.0,114.0,1,0.0,0,1180.0,1,81.0,0,1.0,0,0.0,0,15.0,1,43.0,1,0.0,0
2014-04-01 02:01:28,1492.0,126.0,1,0.0,0,1229.0,1,74.0,0,0.0,0,0.0,0,14.0,1,0.0,0,0.0,0
2014-04-01 02:01:36,1459.0,117.0,1,0.0,0,1200.0,1,81.0,0,1.0,0,0.0,0,0.0,0,0.0,0,9.0,0
2014-04-01 02:01:44,1477.0,115.5,1,0.0,0,1222.5,1,80.0,0,1.0,0,0.0,0,0.0,0,0.0,0,4.5,0
2014-04-01 02:01:52,1495.0,114.0,1,0.0,0,1245.0,1,79.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 02:02:00,1445.0,120.0,1,0.0,0,1199.0,1,78.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 02:02:08,1460.0,106.0,1,0.0,0,1228.0,1,76.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 02:02:16,1473.0,126.0,1,0.0,0,1216.0,1,80.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 02:02:24,1448.0,116.0,1,0.0,0,1200.0,1,79.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 02:02:32,1444.8,115.5,1,0.0,0,1196.8,1,78.9,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 02:02:40,1441.6,115.0,1,0.0,0,1193.6,1,78.8,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 02:02:48,1438.4,114.5,1,0.0,0,1190.4,1,78.7,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 02:02:56,1435.2,114.0,1,0.0,0,1187.2,1,78.6,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 02:03:04,1432.0,113.5,1,0.0,0,1184.0,1,78.5,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 02:03:12,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 02:03:20,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 02:03:28,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 02:03:36,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 02:03:44,1416.0,111.0,1,0.0,0,1168.0,1,78.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 02:03:52,1524.0,116.0,1,0.0,0,1201.0,1,77.0,0,1.0,0,0.0,0,15.0,1,45.0,1,9.0,0
2014-04-01 02:04:00,1465.0,114.0,1,0.0,0,1221.0,1,76.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 02:04:08,1425.0,126.0,1,0.0,0,1157.0,1,80.0,0,0.0,0,0.0,0,15.0,1,0.0,0,0.0,0
2014-04-01 02:04:16,1424.0,120.0,1,0.0,0,1160.0,1,82.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 02:04:24,1419.0,104.0,1,0.0,0,1173.0,1,78.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 02:04:32,1443.5,109.25,1,0.0,0,1195.5,1,77.75,0,0.25,0,0.0,0,4.0,0,0.0,0,0.0,0
2014-04-01 02:04:40,1468.0,114.5,1,0.0,0,1218.0,1,77.5,0,0.5,0,0.0,0,8.0,0,0.0,0,0.0,0
2014-04-01 02:04:48,1442.0,120.0,1,0.0,0,1194.0,1,77.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2014-04-01 02:04:56,1450.875,120.625,1,0.0,0,1194.0,1,77.375,0,0.0,0,0.0,0,1.75,0,5.875,0,0.0,0
